,Node,in_degree,out_degree,degree,closeness,betweeness,ntweets,nretweets,nfollowers,tweet_type,virality,degree_category,Hashtag,ttweets
7127,tataerkoo,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1355,retweeter,0.0,5,#BoredApeYatch,1.0
7128,tauruseuuu,1,0,1,0.00022593764121102577,0.0,0.0,1.0,986,retweeter,0.0,5,#BoredApeYatch,1.0
7129,tauruszyy,1,0,1,0.00022593764121102577,0.0,0.0,1.0,135,retweeter,0.0,5,#BoredApeYatch,1.0
7130,tayangwin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,52,retweeter,0.0,5,#BoredApeYatch,1.0
7131,taylaalexswiff,1,0,1,0.00022593764121102577,0.0,0.0,1.0,167,retweeter,0.0,5,#BoredApeYatch,1.0
7132,taylordilks7,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
7133,tbtbigwin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,199,retweeter,0.0,5,#BoredApeYatch,1.0
7134,tiapbigwin,1,0,1,0.00022593764121102577,0.0,0.0,2.0,401,retweeter,0.0,5,#BoredApeYatch,2.0
7135,tiaphariwins,1,0,1,0.00022593764121102577,0.0,0.0,1.0,31,retweeter,0.0,5,#BoredApeYatch,1.0
7136,senelller,1,0,1,0.00022593764121102577,0.0,0.0,1.0,14,retweeter,0.0,5,#BoredApeYatch,1.0
7137,ufewincityx,1,0,1,0.00022593764121102577,0.0,0.0,1.0,83,retweeter,0.0,5,#BoredApeYatch,1.0
7138,untungrinaldii,1,0,1,0.00022593764121102577,0.0,0.0,1.0,144,retweeter,0.0,5,#BoredApeYatch,1.0
7139,unjaea,1,0,1,0.00022593764121102577,0.0,0.0,1.0,520,retweeter,0.0,5,#BoredApeYatch,1.0
7140,unicornqueen897,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
7141,unclebunzz,1,0,1,0.00022593764121102577,0.0,0.0,1.0,99,retweeter,0.0,5,#BoredApeYatch,1.0
7142,umybigwin,1,0,1,0.00022593764121102577,0.0,0.0,2.0,254,retweeter,0.0,5,#BoredApeYatch,2.0
7143,umjipdf,1,0,1,0.00022593764121102577,0.0,0.0,1.0,2194,retweeter,0.0,5,#BoredApeYatch,1.0
7144,udahlahpasrah_,1,0,1,0.00022593764121102577,0.0,0.0,1.0,351,retweeter,0.0,5,#BoredApeYatch,1.0
7145,tiaraanggie1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,2,retweeter,0.0,5,#BoredApeYatch,1.0
7146,uaremyhop,1,0,1,0.00022593764121102577,0.0,0.0,1.0,251,retweeter,0.0,5,#BoredApeYatch,1.0
7147,uanguanguangg,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1128,retweeter,0.0,5,#BoredApeYatch,1.0
7148,uaenalimit,1,0,1,0.00022593764121102577,0.0,0.0,1.0,456,retweeter,0.0,5,#BoredApeYatch,1.0
7149,tyzwins_,1,0,1,0.00022593764121102577,0.0,0.0,1.0,45,retweeter,0.0,5,#BoredApeYatch,1.0
7150,tyry02,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
7151,tyler_dail,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
7152,untungwinn,1,0,1,0.00022593764121102577,0.0,0.0,1.0,58,retweeter,0.0,5,#BoredApeYatch,1.0
7153,upikbauu,1,0,1,0.00022593764121102577,0.0,0.0,1.0,60,retweeter,0.0,5,#BoredApeYatch,1.0
7154,ur_0xygen,1,0,1,0.00022593764121102577,0.0,0.0,1.0,64,retweeter,0.0,5,#BoredApeYatch,1.0
7155,urbbygvrl1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,24,retweeter,0.0,5,#BoredApeYatch,1.0
7156,uriuwonie,1,0,1,0.00022593764121102577,0.0,0.0,2.0,52,retweeter,0.0,5,#BoredApeYatch,2.0
7157,urkingggg,1,0,1,0.00022593764121102577,0.0,0.0,1.0,778,retweeter,0.0,5,#BoredApeYatch,1.0
7158,urluckyrose88,1,0,1,0.00022593764121102577,0.0,0.0,1.0,551,retweeter,0.0,5,#BoredApeYatch,1.0
7159,urtaebii,1,0,1,0.00022593764121102577,0.0,0.0,1.0,508,retweeter,0.0,5,#BoredApeYatch,1.0
7160,usermaiine,1,0,1,0.00022593764121102577,0.0,0.0,1.0,173,retweeter,0.0,5,#BoredApeYatch,1.0
7161,usernameluckyy,1,0,1,0.00022593764121102577,0.0,0.0,1.0,39,retweeter,0.0,5,#BoredApeYatch,1.0
7162,usmybigwin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,75,retweeter,0.0,5,#BoredApeYatch,1.0
7163,usncuy,1,0,1,0.00022593764121102577,0.0,0.0,1.0,303,retweeter,0.0,5,#BoredApeYatch,1.0
7164,usnsehat,1,0,1,0.00022593764121102577,0.0,0.0,1.0,214,retweeter,0.0,5,#BoredApeYatch,1.0
7165,utuy_matutuy,1,0,1,0.00022593764121102577,0.0,0.0,1.0,143,retweeter,0.0,5,#BoredApeYatch,1.0
7166,utybigwin98,1,0,1,0.00022593764121102577,0.0,0.0,1.0,139,retweeter,0.0,5,#BoredApeYatch,1.0
7167,vale_xo9,1,0,1,0.00022593764121102577,0.0,0.0,1.0,56,retweeter,0.0,5,#BoredApeYatch,1.0
7168,valemartino2,1,0,1,0.00022593764121102577,0.0,0.0,1.0,5,retweeter,0.0,5,#BoredApeYatch,1.0
7169,twistcup05,1,0,1,0.00022593764121102577,0.0,0.0,1.0,3,retweeter,0.0,5,#BoredApeYatch,1.0
7170,twinbigwin2023,1,0,1,0.00022593764121102577,0.0,0.0,1.0,817,retweeter,0.0,5,#BoredApeYatch,1.0
7171,twicegivewins,1,0,1,0.00022593764121102577,0.0,0.0,1.0,52,retweeter,0.0,5,#BoredApeYatch,1.0
7172,tokkisjh,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1186,retweeter,0.0,5,#BoredApeYatch,1.0
7173,tien_huynh1293,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
7174,tifoo_s,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1243,retweeter,0.0,5,#BoredApeYatch,1.0
7175,tikaoktavia1892,1,0,1,0.00022593764121102577,0.0,0.0,1.0,231,retweeter,0.0,5,#BoredApeYatch,1.0
7176,tina120877,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
7177,tinacityxwin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,402,retweeter,0.0,5,#BoredApeYatch,1.0
7178,tintabeningwin,1,0,1,0.00022593764121102577,0.0,0.0,2.0,71,retweeter,0.0,5,#BoredApeYatch,2.0
7179,tipsyshivy,1,0,1,0.00022593764121102577,0.0,0.0,1.0,57,retweeter,0.0,5,#BoredApeYatch,1.0
7180,tiv14537467,1,0,1,0.00022593764121102577,0.0,0.0,2.0,26,retweeter,0.0,5,#BoredApeYatch,2.0
7181,tkdduq75,1,0,1,0.00022593764121102577,0.0,0.0,1.0,658,retweeter,0.0,5,#BoredApeYatch,1.0
7182,tncyyavas,1,0,1,0.00022593764121102577,0.0,0.0,1.0,31,retweeter,0.0,5,#BoredApeYatch,1.0
7183,tnrzdl,1,0,1,0.00022593764121102577,0.0,0.0,1.0,57,retweeter,0.0,5,#BoredApeYatch,1.0
7184,tofounim,1,0,1,0.00022593764121102577,0.0,0.0,1.0,74,retweeter,0.0,5,#BoredApeYatch,1.0
7185,tofuiva,1,0,1,0.00022593764121102577,0.0,0.0,1.0,78,retweeter,0.0,5,#BoredApeYatch,1.0
7186,tokkhyeii,1,0,1,0.00022593764121102577,0.0,0.0,1.0,32,retweeter,0.0,5,#BoredApeYatch,1.0
7187,tomos2003,1,0,1,0.00022593764121102577,0.0,0.0,1.0,13,retweeter,0.0,5,#BoredApeYatch,1.0
7188,tvhlaa,1,0,1,0.00022593764121102577,0.0,0.0,1.0,180,retweeter,0.0,5,#BoredApeYatch,1.0
7189,tonieCOYG,1,0,1,0.00022593764121102577,0.0,0.0,1.0,89,retweeter,0.0,5,#BoredApeYatch,1.0
7190,torresjamilette,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
7191,tosiaki7522,1,0,1,0.00022593764121102577,0.0,0.0,1.0,6,retweeter,0.0,5,#BoredApeYatch,1.0
7192,totobaychina,1,0,1,0.00022593764121102577,0.0,0.0,1.0,12,retweeter,0.0,5,#BoredApeYatch,1.0
7193,tribrataputra,1,0,1,0.00022593764121102577,0.0,0.0,2.0,49,retweeter,0.0,5,#BoredApeYatch,2.0
7194,trsrpjwinX,1,0,1,0.00022593764121102577,0.0,0.0,1.0,212,retweeter,0.0,5,#BoredApeYatch,1.0
7195,trustme_ilie,1,0,1,0.00022593764121102577,0.0,0.0,1.0,4,retweeter,0.0,5,#BoredApeYatch,1.0
7196,tryseptiow,1,0,1,0.00022593764121102577,0.0,0.0,1.0,78,retweeter,0.0,5,#BoredApeYatch,1.0
7197,tsunami_bigwin1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,241,retweeter,0.0,5,#BoredApeYatch,1.0
7198,ttbaby21,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
7199,tukang_adol1wak,1,0,1,0.00022593764121102577,0.0,0.0,1.0,97,retweeter,0.0,5,#BoredApeYatch,1.0
7200,tuoilet,1,0,1,0.00022593764121102577,0.0,0.0,1.0,749,retweeter,0.0,5,#BoredApeYatch,1.0
7201,tupacfan3,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
7202,tuyuLBangGarr,1,0,1,0.00022593764121102577,0.0,0.0,1.0,48,retweeter,0.0,5,#BoredApeYatch,1.0
7203,sweetypi,1,0,1,0.00022593764121102577,0.0,0.0,1.0,303,retweeter,0.0,5,#BoredApeYatch,1.0
7204,sweetgurl52090,1,0,1,0.00022593764121102577,0.0,0.0,1.0,16,retweeter,0.0,5,#BoredApeYatch,1.0
7205,sweet7dream__,1,0,1,0.00022593764121102577,0.0,0.0,1.0,192,retweeter,0.0,5,#BoredApeYatch,1.0
7206,si_guple,1,0,1,0.00022593764121102577,0.0,0.0,2.0,83,retweeter,0.0,5,#BoredApeYatch,2.0
7207,siorsewin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,45,retweeter,0.0,5,#BoredApeYatch,1.0
7208,sioma1ii,1,0,1,0.00022593764121102577,0.0,0.0,1.0,39,retweeter,0.0,5,#BoredApeYatch,1.0
7209,sincankiw,1,0,1,0.00022593764121102577,0.0,0.0,1.0,143,retweeter,0.0,5,#BoredApeYatch,1.0
7210,sinarsaidina_s,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
7211,sinanyilanci028,1,0,1,0.00022593764121102577,0.0,0.0,1.0,67,retweeter,0.0,5,#BoredApeYatch,1.0
7212,siemikue,1,0,1,0.00022593764121102577,0.0,0.0,1.0,69,retweeter,0.0,5,#BoredApeYatch,1.0
7213,shunavius13,1,0,1,0.00022593764121102577,0.0,0.0,1.0,3,retweeter,0.0,5,#BoredApeYatch,1.0
7214,swagyologurl,1,0,1,0.00022593764121102577,0.0,0.0,1.0,15,retweeter,0.0,5,#BoredApeYatch,1.0
7215,shuimadashengli,2,0,2,0.00045187528242205153,0.0,0.0,2.0,161,retweeter,0.0,5,#BoredApeYatch,2.0
7216,shohratcaryyev,1,0,1,0.00022593764121102577,0.0,0.0,1.0,210,retweeter,0.0,5,#BoredApeYatch,1.0
7217,shlyWINS,1,0,1,0.00022593764121102577,0.0,0.0,1.0,26,retweeter,0.0,5,#BoredApeYatch,1.0
7218,shittu2rhyme,1,0,1,0.00022593764121102577,0.0,0.0,1.0,4,retweeter,0.0,5,#BoredApeYatch,1.0
7219,shiro7720032000,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
7220,shinhariwin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,232,retweeter,0.0,5,#BoredApeYatch,1.0
7221,siranee19,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
7222,sisenum,1,0,1,0.00022593764121102577,0.0,0.0,1.0,416,retweeter,0.0,5,#BoredApeYatch,1.0
7223,sixtyfivescnds,1,0,1,0.00022593764121102577,0.0,0.0,1.0,54,retweeter,0.0,5,#BoredApeYatch,1.0
7224,sja_voting,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
7225,sjmsijo,1,0,1,0.00022593764121102577,0.0,0.0,1.0,5,retweeter,0.0,5,#BoredApeYatch,1.0
7226,sketsta,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1162,retweeter,0.0,5,#BoredApeYatch,1.0
7227,skibatang1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,19,retweeter,0.0,5,#BoredApeYatch,1.0
7228,skripsy_lancar,1,0,1,0.00022593764121102577,0.0,0.0,1.0,425,retweeter,0.0,5,#BoredApeYatch,1.0
7229,skybbluez,1,0,1,0.00022593764121102577,0.0,0.0,1.0,70,retweeter,0.0,5,#BoredApeYatch,1.0
7230,skye_cityx,1,0,1,0.00022593764121102577,0.0,0.0,1.0,135,retweeter,0.0,5,#BoredApeYatch,1.0
7231,skyereborn,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1029,retweeter,0.0,5,#BoredApeYatch,1.0
7232,skyf1akes,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1024,retweeter,0.0,5,#BoredApeYatch,1.0
7233,skyrefugee,1,0,1,0.00022593764121102577,0.0,0.0,1.0,687,retweeter,0.0,5,#BoredApeYatch,1.0
7234,slapqsk,1,0,1,0.00022593764121102577,0.0,0.0,1.0,4044,retweeter,0.0,5,#BoredApeYatch,1.0
7235,sleepyever_,1,0,1,0.00022593764121102577,0.0,0.0,1.0,140,retweeter,0.0,5,#BoredApeYatch,1.0
7236,slitherboiiiii,1,0,1,0.00022593764121102577,0.0,0.0,1.0,7,retweeter,0.0,5,#BoredApeYatch,1.0
7237,smelsmeow,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
7238,shinggibanggime,1,0,1,0.00022593764121102577,0.0,0.0,1.0,63,retweeter,0.0,5,#BoredApeYatch,1.0
7239,shin_mungky,1,0,1,0.00022593764121102577,0.0,0.0,1.0,2,retweeter,0.0,5,#BoredApeYatch,1.0
7240,shin43_shin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
7241,sewudolar,1,0,1,0.00022593764121102577,0.0,0.0,1.0,38,retweeter,0.0,5,#BoredApeYatch,1.0
7242,seokjindi1707__,1,0,1,0.00022593764121102577,0.0,0.0,1.0,2821,retweeter,0.0,5,#BoredApeYatch,1.0
7243,seokjiniecutie7,1,0,1,0.00022593764121102577,0.0,0.0,2.0,1379,retweeter,0.0,5,#BoredApeYatch,2.0
7244,seokjinkim26,1,0,1,0.00022593764121102577,0.0,0.0,1.0,108,retweeter,0.0,5,#BoredApeYatch,1.0
7245,seokjinnniee1,2,0,2,0.00045187528242205153,0.0,0.0,2.0,288,retweeter,0.0,5,#BoredApeYatch,2.0
7246,serabigwin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,354,retweeter,0.0,5,#BoredApeYatch,1.0
7247,serahlodehwin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,51,retweeter,0.0,5,#BoredApeYatch,1.0
7248,serendififa_,1,0,1,0.00022593764121102577,0.0,0.0,2.0,1783,retweeter,0.0,5,#BoredApeYatch,2.0
7249,setia_BIGWIN23,1,0,1,0.00022593764121102577,0.0,0.0,1.0,157,retweeter,0.0,5,#BoredApeYatch,1.0
7250,setio520,1,0,1,0.00022593764121102577,0.0,0.0,1.0,25,retweeter,0.0,5,#BoredApeYatch,1.0
7251,setiozuhdi,1,0,1,0.00022593764121102577,0.0,0.0,2.0,170,retweeter,0.0,5,#BoredApeYatch,2.0
7252,seungweens,1,0,1,0.00022593764121102577,0.0,0.0,1.0,138,retweeter,0.0,5,#BoredApeYatch,1.0
7253,sevennho3,1,0,1,0.00022593764121102577,0.0,0.0,1.0,91,retweeter,0.0,5,#BoredApeYatch,1.0
7254,seviirybigwins,1,0,1,0.00022593764121102577,0.0,0.0,1.0,217,retweeter,0.0,5,#BoredApeYatch,1.0
7255,sevnghvan,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1777,retweeter,0.0,5,#BoredApeYatch,1.0
7256,sexxman_haa,1,0,1,0.00022593764121102577,0.0,0.0,1.0,61,retweeter,0.0,5,#BoredApeYatch,1.0
7257,shillypreston,1,0,1,0.00022593764121102577,0.0,0.0,1.0,5751,retweeter,0.0,5,#BoredApeYatch,1.0
7258,sexy7078,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
7259,sexy_boys143,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
7260,sh4ysi,1,0,1,0.00022593764121102577,0.0,0.0,2.0,224,retweeter,0.0,5,#BoredApeYatch,2.0
7261,shaasimi14,1,0,1,0.00022593764121102577,0.0,0.0,1.0,10,retweeter,0.0,5,#BoredApeYatch,1.0
7262,shaikhmustufa,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
7263,shanumSSBL,1,0,1,0.00022593764121102577,0.0,0.0,1.0,17,retweeter,0.0,5,#BoredApeYatch,1.0
7264,shark_6343,1,0,1,0.00022593764121102577,0.0,0.0,1.0,289,retweeter,0.0,5,#BoredApeYatch,1.0
7265,shasha_0xBIGW1N,1,0,1,0.00022593764121102577,0.0,0.0,1.0,35,retweeter,0.0,5,#BoredApeYatch,1.0
7266,shayxsg__,1,0,1,0.00022593764121102577,0.0,0.0,1.0,246,retweeter,0.0,5,#BoredApeYatch,1.0
7267,she4yu,1,0,1,0.00022593764121102577,0.0,0.0,2.0,600,retweeter,0.0,5,#BoredApeYatch,2.0
7268,sheipank,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
7269,shgaoh20101,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
7270,shia_won,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1020,retweeter,0.0,5,#BoredApeYatch,1.0
7271,shiberesan,1,0,1,0.00022593764121102577,0.0,0.0,1.0,307,retweeter,0.0,5,#BoredApeYatch,1.0
7272,smgm4321,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
7273,snap_baccks,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
7274,snmnad,1,0,1,0.00022593764121102577,0.0,0.0,1.0,285,retweeter,0.0,5,#BoredApeYatch,1.0
7275,suga_winzzz,1,0,1,0.00022593764121102577,0.0,0.0,1.0,85,retweeter,0.0,5,#BoredApeYatch,1.0
7276,starrfish51,1,0,1,0.00022593764121102577,0.0,0.0,1.0,2,retweeter,0.0,5,#BoredApeYatch,1.0
7277,starrycutiee,1,0,1,0.00022593764121102577,0.0,0.0,2.0,56,retweeter,0.0,5,#BoredApeYatch,2.0
7278,starryfitnee,1,0,1,0.00022593764121102577,0.0,0.0,1.0,226,retweeter,0.0,5,#BoredApeYatch,1.0
7279,stebanbenavide1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
7280,steeviejay1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
7281,stevenisreborn,1,0,1,0.00022593764121102577,0.0,0.0,1.0,295,retweeter,0.0,5,#BoredApeYatch,1.0
7282,stinkys0xk,1,0,1,0.00022593764121102577,0.0,0.0,2.0,310,retweeter,0.0,5,#BoredApeYatch,2.0
7283,strbwriuyu,1,0,1,0.00022593764121102577,0.0,0.0,2.0,86,retweeter,0.0,5,#BoredApeYatch,2.0
7284,strictlyFOGO,1,0,1,0.00022593764121102577,0.0,0.0,1.0,24,retweeter,0.0,5,#BoredApeYatch,1.0
7285,stroboscop2011,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
7286,stuckinhellll,1,0,1,0.00022593764121102577,0.0,0.0,1.0,15,retweeter,0.0,5,#BoredApeYatch,1.0
7287,studcnt,1,0,1,0.00022593764121102577,0.0,0.0,1.0,366,retweeter,0.0,5,#BoredApeYatch,1.0
7288,stwrgurlll,1,0,1,0.00022593764121102577,0.0,0.0,1.0,154,retweeter,0.0,5,#BoredApeYatch,1.0
7289,sucib1gwin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,139,retweeter,0.0,5,#BoredApeYatch,1.0
7290,sukses_bigwin,2,0,2,0.00045187528242205153,0.0,0.0,2.0,129,retweeter,0.0,5,#BoredApeYatch,2.0
7291,stardukst,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1154,retweeter,0.0,5,#BoredApeYatch,1.0
7292,sumi3515,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
7293,sunbobaa_,2,0,2,0.00045187528242205153,0.0,0.0,2.0,473,retweeter,0.0,5,#BoredApeYatch,2.0
7294,sunfl0w3rie,1,0,1,0.00022593764121102577,0.0,0.0,1.0,233,retweeter,0.0,5,#BoredApeYatch,1.0
7295,sunfloee0608,1,0,1,0.00022593764121102577,0.0,0.0,1.0,65,retweeter,0.0,5,#BoredApeYatch,1.0
7296,sungchandcity23,1,0,1,0.00022593764121102577,0.0,0.0,1.0,91,retweeter,0.0,5,#BoredApeYatch,1.0
7297,sunluhanshine,1,0,1,0.00022593764121102577,0.0,0.0,1.0,22,retweeter,0.0,5,#BoredApeYatch,1.0
7298,sunniesunoo1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,166,retweeter,0.0,5,#BoredApeYatch,1.0
7299,superIZ2014,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
7300,survivor_bhaby2,1,0,1,0.00022593764121102577,0.0,0.0,1.0,5,retweeter,0.0,5,#BoredApeYatch,1.0
7301,suspend1892,1,0,1,0.00022593764121102577,0.0,0.0,1.0,26,retweeter,0.0,5,#BoredApeYatch,1.0
7302,svnbngtnxx,1,0,1,0.00022593764121102577,0.0,0.0,1.0,306,retweeter,0.0,5,#BoredApeYatch,1.0
7303,svnchxn_0,1,0,1,0.00022593764121102577,0.0,0.0,1.0,23,retweeter,0.0,5,#BoredApeYatch,1.0
7304,svt_scoupsssss,1,0,1,0.00022593764121102577,0.0,0.0,1.0,70,retweeter,0.0,5,#BoredApeYatch,1.0
7305,sw3etygurlx,1,0,1,0.00022593764121102577,0.0,0.0,1.0,371,retweeter,0.0,5,#BoredApeYatch,1.0
7306,starkgodoy463,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
7307,stardaisyy,1,0,1,0.00022593764121102577,0.0,0.0,1.0,29,retweeter,0.0,5,#BoredApeYatch,1.0
7308,snowyeji_,2,0,2,0.00045187528242205153,0.0,0.0,2.0,264,retweeter,0.0,5,#BoredApeYatch,2.0
7309,spcytenders,1,0,1,0.00022593764121102577,0.0,0.0,1.0,176,retweeter,0.0,5,#BoredApeYatch,1.0
7310,so_freehage,1,0,1,0.00022593764121102577,0.0,0.0,1.0,213,retweeter,0.0,5,#BoredApeYatch,1.0
7311,sofiaxjihan,1,0,1,0.00022593764121102577,0.0,0.0,1.0,96,retweeter,0.0,5,#BoredApeYatch,1.0
7312,sohaibanjum89,1,0,1,0.00022593764121102577,0.0,0.0,1.0,4,retweeter,0.0,5,#BoredApeYatch,1.0
7313,solarphwaa,1,0,1,0.00022593764121102577,0.0,0.0,1.0,24,retweeter,0.0,5,#BoredApeYatch,1.0
7314,solkleinnnnnn,1,0,1,0.00022593764121102577,0.0,0.0,1.0,87,retweeter,0.0,5,#BoredApeYatch,1.0
7315,soniabigwin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,145,retweeter,0.0,5,#BoredApeYatch,1.0
7316,soobo6901,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
7317,soonb1gwin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,898,retweeter,0.0,5,#BoredApeYatch,1.0
7318,sooriwin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,119,retweeter,0.0,5,#BoredApeYatch,1.0
7319,soranyer16,1,0,1,0.00022593764121102577,0.0,0.0,1.0,17,retweeter,0.0,5,#BoredApeYatch,1.0
7320,souriesforca,1,0,1,0.00022593764121102577,0.0,0.0,1.0,229,retweeter,0.0,5,#BoredApeYatch,1.0
7321,souxto,1,0,1,0.00022593764121102577,0.0,0.0,1.0,215,retweeter,0.0,5,#BoredApeYatch,1.0
7322,sowjien,1,0,1,0.00022593764121102577,0.0,0.0,1.0,119,retweeter,0.0,5,#BoredApeYatch,1.0
7323,spawn51,1,0,1,0.00022593764121102577,0.0,0.0,1.0,90,retweeter,0.0,5,#BoredApeYatch,1.0
7324,sprcyclechaser,1,0,1,0.00022593764121102577,0.0,0.0,1.0,104,retweeter,0.0,5,#BoredApeYatch,1.0
7325,star6701,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
7326,springday1982,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
7327,spurXwins,1,0,1,0.00022593764121102577,0.0,0.0,1.0,10,retweeter,0.0,5,#BoredApeYatch,1.0
7328,spurtz19,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
7329,sqains,1,0,1,0.00022593764121102577,0.0,0.0,1.0,299,retweeter,0.0,5,#BoredApeYatch,1.0
7330,srambare,1,0,1,0.00022593764121102577,0.0,0.0,1.0,132,retweeter,0.0,5,#BoredApeYatch,1.0
7331,sreckoceco,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
7332,sribudollarwins,1,0,1,0.00022593764121102577,0.0,0.0,1.0,184,retweeter,0.0,5,#BoredApeYatch,1.0
7333,srichum,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
7334,srickaya,1,0,1,0.00022593764121102577,0.0,0.0,2.0,322,retweeter,0.0,5,#BoredApeYatch,2.0
7335,ssahafshah21,1,0,1,0.00022593764121102577,0.0,0.0,2.0,354,retweeter,0.0,5,#BoredApeYatch,2.0
7336,ssipapasipaga,1,0,1,0.00022593764121102577,0.0,0.0,2.0,77,retweeter,0.0,5,#BoredApeYatch,2.0
7337,sskiiiz,1,0,1,0.00022593764121102577,0.0,0.0,1.0,44,retweeter,0.0,5,#BoredApeYatch,1.0
7338,ssszyu,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
7339,ssufeewinner,1,0,1,0.00022593764121102577,0.0,0.0,1.0,83,retweeter,0.0,5,#BoredApeYatch,1.0
7340,valeriana307,1,0,1,0.00022593764121102577,0.0,0.0,1.0,42,retweeter,0.0,5,#BoredApeYatch,1.0
