,Node,in_degree,out_degree,degree,closeness,betweeness,ntweets,nretweets,nfollowers,tweet_type,virality,degree_category,Hashtag,ttweets
9729,boutheimaaissaS,1,0,1,0.00022593764121102577,0.0,0.0,1.0,4,retweeter,0.0,5,#BoredApeYatch,1.0
9730,bowbawang12,1,0,1,0.00022593764121102577,0.0,0.0,1.0,581,retweeter,0.0,5,#BoredApeYatch,1.0
9731,boygy1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,41,retweeter,0.0,5,#BoredApeYatch,1.0
9732,brammcinn22,1,0,1,0.00022593764121102577,0.0,0.0,1.0,38,retweeter,0.0,5,#BoredApeYatch,1.0
9733,brandonmcintyr9,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
9734,brayanale5,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
9735,brianna_15062,1,0,1,0.00022593764121102577,0.0,0.0,1.0,480,retweeter,0.0,5,#BoredApeYatch,1.0
9736,brielletaken,1,0,1,0.00022593764121102577,0.0,0.0,1.0,167,retweeter,0.0,5,#BoredApeYatch,1.0
9737,brittnie787601,1,0,1,0.00022593764121102577,0.0,0.0,1.0,2,retweeter,0.0,5,#BoredApeYatch,1.0
9738,brnbir,1,0,1,0.00022593764121102577,0.0,0.0,1.0,74,retweeter,0.0,5,#BoredApeYatch,1.0
9739,brndthbigwin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,213,retweeter,0.0,5,#BoredApeYatch,1.0
9740,brniny,1,0,1,0.00022593764121102577,0.0,0.0,2.0,49,retweeter,0.0,5,#BoredApeYatch,2.0
9741,bro123williams2,1,0,1,0.00022593764121102577,0.0,0.0,1.0,13,retweeter,0.0,5,#BoredApeYatch,1.0
9742,brokxend,1,0,1,0.00022593764121102577,0.0,0.0,1.0,312,retweeter,0.0,5,#BoredApeYatch,1.0
9743,bsswnz,1,0,1,0.00022593764121102577,0.0,0.0,1.0,35,retweeter,0.0,5,#BoredApeYatch,1.0
9744,bigwinwish_,1,0,1,0.00022593764121102577,0.0,0.0,1.0,215,retweeter,0.0,5,#BoredApeYatch,1.0
9745,btc_bullish2023,1,0,1,0.00022593764121102577,0.0,0.0,1.0,96,retweeter,0.0,5,#BoredApeYatch,1.0
9746,bty605,1,0,1,0.00022593764121102577,0.0,0.0,1.0,133,retweeter,0.0,5,#BoredApeYatch,1.0
9747,bubbleaisya_si,1,0,1,0.00022593764121102577,0.0,0.0,1.0,271,retweeter,0.0,5,#BoredApeYatch,1.0
9748,bubukuwin,1,0,1,0.00022593764121102577,0.0,0.0,2.0,135,retweeter,0.0,5,#BoredApeYatch,2.0
9749,buc1ndollar,1,0,1,0.00022593764121102577,0.0,0.0,1.0,109,retweeter,0.0,5,#BoredApeYatch,1.0
9750,bukananakkpk,1,0,1,0.00022593764121102577,0.0,0.0,1.0,62,retweeter,0.0,5,#BoredApeYatch,1.0
9751,bulankujanuari,1,0,1,0.00022593764121102577,0.0,0.0,1.0,161,retweeter,0.0,5,#BoredApeYatch,1.0
9752,bulmuone,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
9753,bundoci,1,0,1,0.00022593764121102577,0.0,0.0,1.0,38,retweeter,0.0,5,#BoredApeYatch,1.0
9754,buraklight,1,0,1,0.00022593764121102577,0.0,0.0,1.0,80,retweeter,0.0,5,#BoredApeYatch,1.0
9755,burchell_traci,1,0,1,0.00022593764121102577,0.0,0.0,1.0,17,retweeter,0.0,5,#BoredApeYatch,1.0
9756,busybigwin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,2703,retweeter,0.0,5,#BoredApeYatch,1.0
9757,butcher_mel,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
9758,butterflyning2,1,0,1,0.00022593764121102577,0.0,0.0,1.0,50,retweeter,0.0,5,#BoredApeYatch,1.0
9759,boss777796,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
9760,boriqua_swagg87,1,0,1,0.00022593764121102577,0.0,0.0,1.0,3629,retweeter,0.0,5,#BoredApeYatch,1.0
9761,boram_sweet,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
9762,borado222,1,0,1,0.00022593764121102577,0.0,0.0,1.0,43,retweeter,0.0,5,#BoredApeYatch,1.0
9763,bigwinxu,1,0,1,0.00022593764121102577,0.0,0.0,1.0,85,retweeter,0.0,5,#BoredApeYatch,1.0
9764,bipigwipin75,1,0,1,0.00022593764121102577,0.0,0.0,1.0,89,retweeter,0.0,5,#BoredApeYatch,1.0
9765,birthdaybigwin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1040,retweeter,0.0,5,#BoredApeYatch,1.0
9766,birthmonthwins,2,0,2,0.00045187528242205153,0.0,0.0,3.0,74,retweeter,0.0,5,#BoredApeYatch,3.0
9767,birulautism,1,0,1,0.00022593764121102577,0.0,0.0,1.0,51,retweeter,0.0,5,#BoredApeYatch,1.0
9768,biskecilramah_,1,0,1,0.00022593764121102577,0.0,0.0,1.0,76,retweeter,0.0,5,#BoredApeYatch,1.0
9769,bismillah_1987,1,0,1,0.00022593764121102577,0.0,0.0,1.0,42,retweeter,0.0,5,#BoredApeYatch,1.0
9770,bismillah_786x,1,0,1,0.00022593764121102577,0.0,0.0,1.0,114,retweeter,0.0,5,#BoredApeYatch,1.0
9771,bismillahwyn,1,0,1,0.00022593764121102577,0.0,0.0,2.0,119,retweeter,0.0,5,#BoredApeYatch,2.0
9772,bitch_w1nner,1,0,1,0.00022593764121102577,0.0,0.0,1.0,10,retweeter,0.0,5,#BoredApeYatch,1.0
9773,biublubu,1,0,1,0.00022593764121102577,0.0,0.0,1.0,457,retweeter,0.0,5,#BoredApeYatch,1.0
9774,biynca,1,0,1,0.00022593764121102577,0.0,0.0,1.0,338,retweeter,0.0,5,#BoredApeYatch,1.0
9775,blinblin179,1,0,1,0.00022593764121102577,0.0,0.0,1.0,23,retweeter,0.0,5,#BoredApeYatch,1.0
9776,blossoum_,1,0,1,0.00022593764121102577,0.0,0.0,2.0,319,retweeter,0.0,5,#BoredApeYatch,2.0
9777,blueberryxicez,1,0,1,0.00022593764121102577,0.0,0.0,1.0,377,retweeter,0.0,5,#BoredApeYatch,1.0
9778,blueblueryz,1,0,1,0.00022593764121102577,0.0,0.0,1.0,608,retweeter,0.0,5,#BoredApeYatch,1.0
9779,bluecakesra,1,0,1,0.00022593764121102577,0.0,0.0,1.0,151,retweeter,0.0,5,#BoredApeYatch,1.0
9780,bluekkochi,1,0,1,0.00022593764121102577,0.0,0.0,1.0,126,retweeter,0.0,5,#BoredApeYatch,1.0
9781,bluepieece,1,0,1,0.00022593764121102577,0.0,0.0,1.0,88,retweeter,0.0,5,#BoredApeYatch,1.0
9782,blushiedior,1,0,1,0.00022593764121102577,0.0,0.0,1.0,790,retweeter,0.0,5,#BoredApeYatch,1.0
9783,bmon3y__team800,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
9784,boIlockss,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
9785,boba_gemoy176,1,0,1,0.00022593764121102577,0.0,0.0,1.0,223,retweeter,0.0,5,#BoredApeYatch,1.0
9786,bobaabigwin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1163,retweeter,0.0,5,#BoredApeYatch,1.0
9787,bobawinz,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1037,retweeter,0.0,5,#BoredApeYatch,1.0
9788,bobby_rickman,1,0,1,0.00022593764121102577,0.0,0.0,1.0,25,retweeter,0.0,5,#BoredApeYatch,1.0
9789,bobybobers,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
9790,bocienakbangett,1,0,1,0.00022593764121102577,0.0,0.0,1.0,259,retweeter,0.0,5,#BoredApeYatch,1.0
9791,boomk4yed,1,0,1,0.00022593764121102577,0.0,0.0,1.0,556,retweeter,0.0,5,#BoredApeYatch,1.0
9792,ZacharyEckert,1,0,1,0.00022593764121102577,0.0,0.0,1.0,15,retweeter,0.0,5,#BoredApeYatch,1.0
9793,YvandQue,1,0,1,0.00022593764121102577,0.0,0.0,2.0,785,retweeter,0.0,5,#BoredApeYatch,2.0
9794,Yuwaraja_,1,0,1,0.00022593764121102577,0.0,0.0,1.0,643,retweeter,0.0,5,#BoredApeYatch,1.0
9795,Oxwinscometome,1,0,1,0.00022593764121102577,0.0,0.0,1.0,22,retweeter,0.0,5,#BoredApeYatch,1.0
9796,Oxjisung180km,1,0,1,0.00022593764121102577,0.0,0.0,1.0,40,retweeter,0.0,5,#BoredApeYatch,1.0
9797,Oxkochie,1,0,1,0.00022593764121102577,0.0,0.0,1.0,338,retweeter,0.0,5,#BoredApeYatch,1.0
9798,Oxmisbangar,1,0,1,0.00022593764121102577,0.0,0.0,1.0,155,retweeter,0.0,5,#BoredApeYatch,1.0
9799,Oxpick_wmll0,1,0,1,0.00022593764121102577,0.0,0.0,2.0,154,retweeter,0.0,5,#BoredApeYatch,2.0
9800,Oxpickmewinxx_,1,0,1,0.00022593764121102577,0.0,0.0,1.0,76,retweeter,0.0,5,#BoredApeYatch,1.0
9801,Oxpintu,1,0,1,0.00022593764121102577,0.0,0.0,1.0,9,retweeter,0.0,5,#BoredApeYatch,1.0
9802,Oxriegobigwin45,1,0,1,0.00022593764121102577,0.0,0.0,1.0,22,retweeter,0.0,5,#BoredApeYatch,1.0
9803,Oxrilewins,1,0,1,0.00022593764121102577,0.0,0.0,1.0,169,retweeter,0.0,5,#BoredApeYatch,1.0
9804,Oxrkznle232,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1128,retweeter,0.0,5,#BoredApeYatch,1.0
9805,Oxsbigwincutie,1,0,1,0.00022593764121102577,0.0,0.0,1.0,141,retweeter,0.0,5,#BoredApeYatch,1.0
9806,Oxtrwin,1,0,1,0.00022593764121102577,0.0,0.0,2.0,20,retweeter,0.0,5,#BoredApeYatch,2.0
9807,Oxwin4Aelia,1,0,1,0.00022593764121102577,0.0,0.0,1.0,54,retweeter,0.0,5,#BoredApeYatch,1.0
9808,Oxwinbertubi2,1,0,1,0.00022593764121102577,0.0,0.0,1.0,122,retweeter,0.0,5,#BoredApeYatch,1.0
9809,Oxwingede,1,0,1,0.00022593764121102577,0.0,0.0,1.0,125,retweeter,0.0,5,#BoredApeYatch,1.0
9810,Oxwinteruz,1,0,1,0.00022593764121102577,0.0,0.0,1.0,58,retweeter,0.0,5,#BoredApeYatch,1.0
9811,Oxiin300dollar,1,0,1,0.00022593764121102577,0.0,0.0,1.0,155,retweeter,0.0,5,#BoredApeYatch,1.0
9812,Oxxiiveewin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,164,retweeter,0.0,5,#BoredApeYatch,1.0
9813,Oxyeppeo,1,0,1,0.00022593764121102577,0.0,0.0,2.0,59,retweeter,0.0,5,#BoredApeYatch,2.0
9814,Oxyla12,1,0,1,0.00022593764121102577,0.0,0.0,1.0,124,retweeter,0.0,5,#BoredApeYatch,1.0
9815,Oxyluckywinss99,1,0,1,0.00022593764121102577,0.0,0.0,1.0,101,retweeter,0.0,5,#BoredApeYatch,1.0
9816,OxyoonaBigWin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,488,retweeter,0.0,5,#BoredApeYatch,1.0
9817,Oxzyhoky1982,1,0,1,0.00022593764121102577,0.0,0.0,1.0,31,retweeter,0.0,5,#BoredApeYatch,1.0
9818,PCDinACT_LS_MNL,1,0,1,0.00022593764121102577,0.0,0.0,1.0,147,retweeter,0.0,5,#BoredApeYatch,1.0
9819,PDIpembangunan,1,0,1,0.00022593764121102577,0.0,0.0,1.0,54,retweeter,0.0,5,#BoredApeYatch,1.0
9820,PGffpTsVvmOMSMp,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
9821,PGlaesman,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
9822,PICKAW_CITY,1,0,1,0.00022593764121102577,0.0,0.0,1.0,6,retweeter,0.0,5,#BoredApeYatch,1.0
9823,PINGALA_CITYX,2,0,2,0.00045187528242205153,0.0,0.0,2.0,96,retweeter,0.0,5,#BoredApeYatch,2.0
9824,PMasmello,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1754,retweeter,0.0,5,#BoredApeYatch,1.0
9825,PNWJourneyman,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1819,retweeter,0.0,5,#BoredApeYatch,1.0
9826,Oxipiw,1,0,1,0.00022593764121102577,0.0,0.0,1.0,311,retweeter,0.0,5,#BoredApeYatch,1.0
9827,OxiBigWins,1,0,1,0.00022593764121102577,0.0,0.0,1.0,101,retweeter,0.0,5,#BoredApeYatch,1.0
9828,ParahoyHelen,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
9829,Oxbigwin1st,1,0,1,0.00022593764121102577,0.0,0.0,1.0,68,retweeter,0.0,5,#BoredApeYatch,1.0
9830,Ox_BIGluckycity,1,0,1,0.00022593764121102577,0.0,0.0,1.0,31,retweeter,0.0,5,#BoredApeYatch,1.0
9831,Ox_Rhamadhan12,1,0,1,0.00022593764121102577,0.0,0.0,1.0,96,retweeter,0.0,5,#BoredApeYatch,1.0
9832,Ox_Wins_USD,1,0,1,0.00022593764121102577,0.0,0.0,1.0,80,retweeter,0.0,5,#BoredApeYatch,1.0
9833,Ox_Yna,1,0,1,0.00022593764121102577,0.0,0.0,1.0,20,retweeter,0.0,5,#BoredApeYatch,1.0
9834,Ox__Perfect,1,0,1,0.00022593764121102577,0.0,0.0,1.0,52,retweeter,0.0,5,#BoredApeYatch,1.0
9835,Ox_alwayslucky,1,0,1,0.00022593764121102577,0.0,0.0,1.0,130,retweeter,0.0,5,#BoredApeYatch,1.0
9836,Ox_virgowon,1,0,1,0.00022593764121102577,0.0,0.0,1.0,213,retweeter,0.0,5,#BoredApeYatch,1.0
9837,Oxadams88,1,0,1,0.00022593764121102577,0.0,0.0,1.0,50,retweeter,0.0,5,#BoredApeYatch,1.0
9838,Oxafifa_nahda89,1,0,1,0.00022593764121102577,0.0,0.0,1.0,589,retweeter,0.0,5,#BoredApeYatch,1.0
9839,Oxaqpstiwintrus,1,0,1,0.00022593764121102577,0.0,0.0,1.0,76,retweeter,0.0,5,#BoredApeYatch,1.0
9840,Oxaubrey_HQ,1,0,1,0.00022593764121102577,0.0,0.0,1.0,62,retweeter,0.0,5,#BoredApeYatch,1.0
9841,Oxb1gwin90_,1,0,1,0.00022593764121102577,0.0,0.0,1.0,131,retweeter,0.0,5,#BoredApeYatch,1.0
9842,Oxbedjo_,1,0,1,0.00022593764121102577,0.0,0.0,1.0,118,retweeter,0.0,5,#BoredApeYatch,1.0
9843,Oxbi9win_chili,1,0,1,0.00022593764121102577,0.0,0.0,1.0,164,retweeter,0.0,5,#BoredApeYatch,1.0
9844,Oxbigwin2024,1,0,1,0.00022593764121102577,0.0,0.0,1.0,293,retweeter,0.0,5,#BoredApeYatch,1.0
9845,Oxhey_winyukz30,1,0,1,0.00022593764121102577,0.0,0.0,1.0,41,retweeter,0.0,5,#BoredApeYatch,1.0
9846,Oxbigwin_march,1,0,1,0.00022593764121102577,0.0,0.0,2.0,20,retweeter,0.0,5,#BoredApeYatch,2.0
9847,Oxbigwins48,1,0,1,0.00022593764121102577,0.0,0.0,1.0,118,retweeter,0.0,5,#BoredApeYatch,1.0
9848,Oxbigwinsayx,1,0,1,0.00022593764121102577,0.0,0.0,1.0,70,retweeter,0.0,5,#BoredApeYatch,1.0
9849,Oxbigwinswer,1,0,1,0.00022593764121102577,0.0,0.0,1.0,50,retweeter,0.0,5,#BoredApeYatch,1.0
9850,Oxborojol,1,0,1,0.00022593764121102577,0.0,0.0,1.0,146,retweeter,0.0,5,#BoredApeYatch,1.0
9851,Oxchaeyoungwins,1,0,1,0.00022593764121102577,0.0,0.0,1.0,49,retweeter,0.0,5,#BoredApeYatch,1.0
9852,OxcityjunEs,1,0,1,0.00022593764121102577,0.0,0.0,1.0,204,retweeter,0.0,5,#BoredApeYatch,1.0
9853,Oxcitywin8,1,0,1,0.00022593764121102577,0.0,0.0,1.0,69,retweeter,0.0,5,#BoredApeYatch,1.0
9854,Oxcorpe_roar15,1,0,1,0.00022593764121102577,0.0,0.0,1.0,172,retweeter,0.0,5,#BoredApeYatch,1.0
9855,Oxcyeoloey,1,0,1,0.00022593764121102577,0.0,0.0,1.0,231,retweeter,0.0,5,#BoredApeYatch,1.0
9856,Oxdevahoyk123,1,0,1,0.00022593764121102577,0.0,0.0,1.0,113,retweeter,0.0,5,#BoredApeYatch,1.0
9857,Oxdinarywin21,1,0,1,0.00022593764121102577,0.0,0.0,1.0,53,retweeter,0.0,5,#BoredApeYatch,1.0
9858,OxfallforPCY,1,0,1,0.00022593764121102577,0.0,0.0,1.0,109,retweeter,0.0,5,#BoredApeYatch,1.0
9859,OxforFox99_,1,0,1,0.00022593764121102577,0.0,0.0,1.0,45,retweeter,0.0,5,#BoredApeYatch,1.0
9860,PaSraHsamaALLaH,1,0,1,0.00022593764121102577,0.0,0.0,1.0,252,retweeter,0.0,5,#BoredApeYatch,1.0
9861,PasaperaHolger,1,0,1,0.00022593764121102577,0.0,0.0,1.0,10,retweeter,0.0,5,#BoredApeYatch,1.0
9862,Ravenicorn,1,0,1,0.00022593764121102577,0.0,0.0,1.0,40,retweeter,0.0,5,#BoredApeYatch,1.0
9863,RSTarea2227,1,0,1,0.00022593764121102577,0.0,0.0,1.0,28,retweeter,0.0,5,#BoredApeYatch,1.0
9864,PyiPyin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
9865,QashriS,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
9866,Quan13150,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
9867,Quazimoto_monk,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
9868,QueenRenesha,1,0,1,0.00022593764121102577,0.0,0.0,1.0,76,retweeter,0.0,5,#BoredApeYatch,1.0
9869,QuirozJackelyn,1,0,1,0.00022593764121102577,0.0,0.0,1.0,2,retweeter,0.0,5,#BoredApeYatch,1.0
9870,R30William,1,0,1,0.00022593764121102577,0.0,0.0,1.0,212,retweeter,0.0,5,#BoredApeYatch,1.0
9871,RAINwins01,1,0,1,0.00022593764121102577,0.0,0.0,1.0,39,retweeter,0.0,5,#BoredApeYatch,1.0
9872,RAlbuerme,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
9873,RAnnaniaz,1,0,1,0.00022593764121102577,0.0,0.0,1.0,4,retweeter,0.0,5,#BoredApeYatch,1.0
9874,REGGIE_REG1987,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
9875,RG4L69,1,0,1,0.00022593764121102577,0.0,0.0,1.0,94,retweeter,0.0,5,#BoredApeYatch,1.0
9876,RHarrison_ETH,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1578,retweeter,0.0,5,#BoredApeYatch,1.0
9877,RRQ_w1ner201,1,0,1,0.00022593764121102577,0.0,0.0,1.0,26,retweeter,0.0,5,#BoredApeYatch,1.0
9878,RTTron1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,55,retweeter,0.0,5,#BoredApeYatch,1.0
9879,Puywu,1,0,1,0.00022593764121102577,0.0,0.0,1.0,3,retweeter,0.0,5,#BoredApeYatch,1.0
9880,R_Cole29,1,0,1,0.00022593764121102577,0.0,0.0,1.0,49,retweeter,0.0,5,#BoredApeYatch,1.0
9881,Ra2jelitalucky,2,0,2,0.00045187528242205153,0.0,0.0,2.0,54,retweeter,0.0,5,#BoredApeYatch,2.0
9882,RaCUN_M4DU,1,0,1,0.00022593764121102577,0.0,0.0,1.0,42,retweeter,0.0,5,#BoredApeYatch,1.0
9883,RaCryptograph,1,0,1,0.00022593764121102577,0.0,0.0,1.0,58,retweeter,0.0,5,#BoredApeYatch,1.0
9884,RachaelNeer,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
9885,RachaelRemingt1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,2,retweeter,0.0,5,#BoredApeYatch,1.0
9886,Rachit59415654,1,0,1,0.00022593764121102577,0.0,0.0,2.0,295,retweeter,0.0,5,#BoredApeYatch,2.0
9887,RaffasBigwin78,1,0,1,0.00022593764121102577,0.0,0.0,1.0,167,retweeter,0.0,5,#BoredApeYatch,1.0
9888,Rajajowa5,1,0,1,0.00022593764121102577,0.0,0.0,1.0,612,retweeter,0.0,5,#BoredApeYatch,1.0
9889,Rajon4698Rajon,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
9890,Ramadhanluckyy,1,0,1,0.00022593764121102577,0.0,0.0,1.0,61,retweeter,0.0,5,#BoredApeYatch,1.0
9891,Ramsarkarr36,1,0,1,0.00022593764121102577,0.0,0.0,1.0,238,retweeter,0.0,5,#BoredApeYatch,1.0
9892,Randuu_win,1,0,1,0.00022593764121102577,0.0,0.0,1.0,106,retweeter,0.0,5,#BoredApeYatch,1.0
9893,Rasit42Yrasit,1,0,1,0.00022593764121102577,0.0,0.0,1.0,149,retweeter,0.0,5,#BoredApeYatch,1.0
9894,Pxywon,1,0,1,0.00022593764121102577,0.0,0.0,1.0,83,retweeter,0.0,5,#BoredApeYatch,1.0
9895,Putr4aWiin_big,1,0,1,0.00022593764121102577,0.0,0.0,1.0,37,retweeter,0.0,5,#BoredApeYatch,1.0
9896,PavlisB,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1534,retweeter,0.0,5,#BoredApeYatch,1.0
9897,PilihAlfiNs,1,0,1,0.00022593764121102577,0.0,0.0,1.0,542,retweeter,0.0,5,#BoredApeYatch,1.0
9898,Pdoxc18,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
9899,PeachyRegala26,1,0,1,0.00022593764121102577,0.0,0.0,2.0,14,retweeter,0.0,5,#BoredApeYatch,2.0
9900,PeakWin99X,1,0,1,0.00022593764121102577,0.0,0.0,1.0,643,retweeter,0.0,5,#BoredApeYatch,1.0
9901,PearlTine1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,140,retweeter,0.0,5,#BoredApeYatch,1.0
9902,PemulungDollaar,1,0,1,0.00022593764121102577,0.0,0.0,1.0,411,retweeter,0.0,5,#BoredApeYatch,1.0
9903,PepeApeYC,1,0,1,0.00022593764121102577,0.0,0.0,1.0,26345,retweeter,0.0,5,#BoredApeYatch,1.0
9904,PepeDegenClub,1,0,1,0.00022593764121102577,0.0,0.0,1.0,3,retweeter,0.0,5,#BoredApeYatch,1.0
9905,PepeHexican,1,0,1,0.00022593764121102577,0.0,0.0,1.0,361,retweeter,0.0,5,#BoredApeYatch,1.0
9906,PesPrivate,1,0,1,0.00022593764121102577,0.0,0.0,1.0,297,retweeter,0.0,5,#BoredApeYatch,1.0
9907,PewdsLover789,1,0,1,0.00022593764121102577,0.0,0.0,1.0,3,retweeter,0.0,5,#BoredApeYatch,1.0
9908,Piazoefrase,1,0,1,0.00022593764121102577,0.0,0.0,1.0,10,retweeter,0.0,5,#BoredApeYatch,1.0
9909,Pickaw1982,1,0,1,0.00022593764121102577,0.0,0.0,1.0,62,retweeter,0.0,5,#BoredApeYatch,1.0
9910,Pickaw_82,1,0,1,0.00022593764121102577,0.0,0.0,2.0,148,retweeter,0.0,5,#BoredApeYatch,2.0
9911,Pickawmema,1,0,1,0.00022593764121102577,0.0,0.0,1.0,41,retweeter,0.0,5,#BoredApeYatch,1.0
9912,PinkySamuray,1,0,1,0.00022593764121102577,0.0,0.0,1.0,239,retweeter,0.0,5,#BoredApeYatch,1.0
9913,Purplerainbowin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,38,retweeter,0.0,5,#BoredApeYatch,1.0
9914,PopeKatelynn,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
9915,Potential450,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
9916,Ppooolle,1,0,1,0.00022593764121102577,0.0,0.0,1.0,3923,retweeter,0.0,5,#BoredApeYatch,1.0
9917,PputSunNingrum,1,0,1,0.00022593764121102577,0.0,0.0,1.0,177,retweeter,0.0,5,#BoredApeYatch,1.0
9918,Praditya12345,1,0,1,0.00022593764121102577,0.0,0.0,1.0,68,retweeter,0.0,5,#BoredApeYatch,1.0
9919,Prctiuu,1,0,1,0.00022593764121102577,0.0,0.0,1.0,190,retweeter,0.0,5,#BoredApeYatch,1.0
9920,Preston40312245,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
9921,PrinceAliboyy1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
9922,PrinceShabil22,1,0,1,0.00022593764121102577,0.0,0.0,1.0,31,retweeter,0.0,5,#BoredApeYatch,1.0
9923,Proudhard2,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
9924,Psklality,1,0,1,0.00022593764121102577,0.0,0.0,2.0,175,retweeter,0.0,5,#BoredApeYatch,2.0
9925,PtbPro,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
9926,Pumkinhunt,1,0,1,0.00022593764121102577,0.0,0.0,1.0,2,retweeter,0.0,5,#BoredApeYatch,1.0
9927,Purple6Ry,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
9928,Ox_27wins,1,0,1,0.00022593764121102577,0.0,0.0,1.0,24,retweeter,0.0,5,#BoredApeYatch,1.0
9929,OxSabLenkSkrn69,1,0,1,0.00022593764121102577,0.0,0.0,1.0,92,retweeter,0.0,5,#BoredApeYatch,1.0
9930,OxRezeki,1,0,1,0.00022593764121102577,0.0,0.0,1.0,89,retweeter,0.0,5,#BoredApeYatch,1.0
9931,Nadinezeee,1,0,1,0.00022593764121102577,0.0,0.0,2.0,79,retweeter,0.0,5,#BoredApeYatch,2.0
9932,MsKelClarkson,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
9933,MtZingasa,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
9934,MugiwaraBoyNFT,1,0,1,0.00022593764121102577,0.0,0.0,1.0,12,retweeter,0.0,5,#BoredApeYatch,1.0
9935,MyITMedia,1,0,1,0.00022593764121102577,0.0,0.0,1.0,906,retweeter,0.0,5,#BoredApeYatch,1.0
9936,MzYellat,1,0,1,0.00022593764121102577,0.0,0.0,1.0,19,retweeter,0.0,5,#BoredApeYatch,1.0
9937,N0oblyBR,1,0,1,0.00022593764121102577,0.0,0.0,1.0,26,retweeter,0.0,5,#BoredApeYatch,1.0
9938,NAMUW1NS,1,0,1,0.00022593764121102577,0.0,0.0,1.0,211,retweeter,0.0,5,#BoredApeYatch,1.0
